"","id","timestamp","age","country","gender","instrument_xp","instrument_desc","music_xp","music_desc","genres","excerpt","color_position","color","expression"
"144",145,"2022-10-21 18:23:43",48,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB diariamente ","01","color_1","violet","Tender"
"145",146,"2022-10-21 18:23:50",44,"Brazil","female","yes","Violino. 2 anos.","no","Eu não tenho experiência com criação de música.","Gospel. Evangélica. Todos os dias.","01","color_1","violet","Tender"
"146",147,"2022-10-21 18:24:05",15,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Diversas.Diária.","01","color_1","orange","Tender"
"147",148,"2022-10-21 18:45:23",46,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Mpb, rock, funk, forró, samba","01","color_1","cyan","Tender"
"148",149,"2022-10-21 18:53:43",48,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Rock, MPB, Romântica ","01","color_1","violet","Tender"
"149",150,"2022-10-21 18:56:29",26,"Mexico","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","R","01","color_1","green","Tender"
"150",151,"2022-10-21 19:09:45",52,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB ","01","color_1","red","Tender"
"151",152,"2022-10-21 19:37:17",45,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Anos 50. Td dia. Pra sempre. ","01","color_1","blue","Tender"
"152",153,"2022-10-21 19:44:03",33,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Pop, samba, mpb, pagode. Diariamente","01","color_1","orange","Tender"
"153",154,"2022-10-21 19:45:49",22,"Mexico","female","yes","keyboard/piano for 5 years","no","I don't have any experience with creating music.","Anything, every day.","01","color_1","red","Tender"
"154",155,"2022-10-21 19:47:50",25,"Brazil","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","I listen to music every day, but I vary a lot in terms of genders.Mostly eletronic, rap, rock, brazilian funk and pop","01","color_1","yellow","Tender"
"155",156,"2022-10-21 20:05:20",23,"Brazil","male","yes","Piano, one year","no","I don't have any experience with creating music.","Classic, rock, indie, everyday","01","color_1","orange","Tender"
"156",157,"2022-10-21 20:23:43",22,"Brazil","male","yes","Guitarra. 3 anos","no","Eu não tenho experiência com criação de música.","Rock, sertanejo, pop","01","color_1","yellow","Tender"
"157",1,"2022-10-20 11:28:24",44,"Brazil","female","yes","Piano and keyboard. Approximately 4 years.","no","I don't have any experience with creating music.","Rock","02","color_1","yellow","Tender"
"158",2,"2022-10-20 11:45:39",23,"Netherlands","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","dancehall, hiphop, classic, its a bit all over the place I lisen everyday","02","color_1","orange","Tender"
"159",3,"2022-10-20 11:49:31",25,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","I listen to all kind of genres, every day. It can be everything from alternative rock to songs fro musicals.","02","color_1","violet","Tender"
"160",4,"2022-10-20 11:56:39",29,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, rock, jazz. But only occasionally","02","color_1","yellow","Tender"
"161",5,"2022-10-20 19:30:03",24,"Germany","male","yes","Ukulele mainly, since 2019.Tried: Guitar, Piano, Ocarina, Harmonica, Kalimba","yes","I did some composing in FL Studio a few years back but I didn't keep trying","Hip Hop - dailyRock (various kinds) - dailyIndie - dailyPop - when I'm in the mood for some ABBA or something, maybe a couple times a weekbasically anything though, I stopped thinking in genres quite some time ago. I listen to music constantly when alone.","02","color_1","orange","Tender"
"162",6,"2022-10-20 19:31:22",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","02","color_1","orange","Tender"
"163",7,"2022-10-20 19:31:23",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","02","color_1","orange","Tender"
"164",8," 2022-10-20 19:31:23",31,"China","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop music","02","color_1","orange","Tender"
"165",9,"2022-10-20 19:33:51",24,"Spain","female","yes","Saxophone.15 years","yes","I have experience with music production, improvisation and musical synthesis ","I most often listen to pop and ambient. Every day ","02","color_1","yellow","Tender"
"166",10,"2022-10-20 19:52:08",22,"Croatia","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Almost all of them, if I like the song, I will listen to it. I listen to music immediately when people stop talking to me and I do not have to interact with someone or listen to them.","02","color_1","cyan","Tender"
"167",11,"2022-10-20 20:17:32",22,"China","female","yes","Flute for 5 years","no","I don't have any experience with creating music.","Classic Jazzpop","02","color_1","orange","Tender"
"168",12,"2022-10-20 20:27:06",28,"Ireland","nonbinary","yes","Keyboard, guitar, recorder, each poorly and for a short time (2-3 years). ","yes","Electronic music using Ableton, both from scratch and using samples (other songs, recorded/generated sounds). ","Electronic, house, k-pop, bossa nova, pop ballads, country, indie, disco. I listen to music about 5 out of 7 days in the week. ","02","color_1","orange","Tender"
"169",13,"2022-10-20 20:31:40",28,"Taiwan","male","yes","Piano, 4 years","no","I don't have any experience with creating music.","Jazz, blue, rap, indie","02","color_1","magenta","Tender"
"170",14,"2022-10-20 20:35:10",23,"Sweden","female","yes","Violin, 4 years ","no","I don't have any experience with creating music.","Many different, Electronic, post-punk, poprock etc.","02","color_1","red","Tender"
"171",15,"2022-10-20 20:38:56",22,"China","male","yes","French Horn 6years","yes","I created some music with Logic Pro (for a course)","Pop ","02","color_1","violet","Tender"
"172",16,"2022-10-20 20:42:41",28,"Ireland","male","yes","Mostly acoustic guitar, some electric","no","I don't have any experience with creating music.","Soft/class rock, folk/acoustic, easy listening, pop, country, metal, some bossa nova, some electronic/dance","02","color_1","magenta","Tender"
"173",17,"2022-10-20 20:47:45",28,"Brazil","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Metal, jazz, MPB, punk rock, hardcore, folk music from around the world. Daily.","02","color_1","yellow","Tender"
"174",18,"2022-10-20 20:49:55",22,"India","male","no","Guitar","yes","For festivals","every genre","02","color_1","cyan","Tender"
"175",19,"2022-10-20 21:26:12",23,"Sweden","female","yes","Oboe, 4 years","yes","Mostly for fun, sometimes sit down and write texts or melodies.","Indie, pop, rock, metal, folk, orchestral, movie music etc. I listen a couple hours every day","02","color_1","cyan","Tender"
"176",20,"2022-10-21 07:18:41",28,"China","female","yes","clarinet 8yearsaccordion 12years","no","I don't have any experience with creating music.","pop，pure music2hours a week","02","color_1","red","Tender"
"177",21,"2022-10-21 07:30:15",24,"Sweden","male","yes","Piano 2 years, accordion 5 years","no","I don't have any experience with creating music.","Rock, rap, ballads, jazz, pop, edm, folk, choral, orchestral, piano. ~1H/day","02","color_1","green","Tender"
"178",22,"2022-10-21 07:35:41",26,"Brazil","female","yes","I already tried to learn flute (2 years), violin (a few months) and piano (a few months)","no","I don't have any experience with creating music.","Depends on the mood.","02","color_1","green","Tender"
"179",23,"2022-10-21 07:45:56",25,"Singapore","male","yes","Piano, guitar, ukelele","no","I don't have any experience with creating music.","Pop, drill","02","color_1","blue","Tender"
"180",24,"2022-10-21 07:55:14",23,"Italia","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, reggeaton","02","color_1","yellow","Tender"
"181",25,"2022-10-21 07:57:27",22,"Italia","male","yes","Guitar ","no","I don't have any experience with creating music.","Rock, Pop, Metal, Techno, Techno-house, Indie","02","color_1","blue","Tender"
"182",26,"2022-10-21 08:16:18",22,"Italia","male","yes","Horn, 3 years","no","I don't have any experience with creating music.","Mostly house and dance, but open to other genres as well. At least once every 3-4 days.","02","color_1","orange","Tender"
"183",27,"2022-10-21 08:27:01",24,"Sweden","male","yes","Violin ca 15 years","no","I don't have any experience with creating music.","Hard rock/heavy metal most days of the week","02","color_1","cyan","Tender"
"184",28,"2022-10-21 08:30:04",24,"Sweden","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Pop, indie rock, electronic","02","color_1","red","Tender"
"185",29,"2022-10-21 09:04:52",26,"India","female","yes","Veena.10 years","no","I don't have any experience with creating music.","Classical. Pop. RockDaily basis ( some music everyday)","02","color_1","orange","Tender"
"186",30,"2022-10-21 09:37:38",28,"India","male","yes","Played keyboard for three years.","no","I don't have any experience with creating music.","Hard rock, alternative, Hindustani everyday","02","color_1","violet","Tender"
"187",31,"2022-10-21 09:57:04",24,"Sweden","male","yes","Piano guitar Childhood","yes","Educated composer on university level ","Everything, but specialized in classical musicOften","02","color_1","orange","Tender"
"188",32,"2022-10-21 11:00:23",28,"Germany","female","no","Violin and clarinet, each two years","yes","I don't have any experience with creating music.","Indie, almost everyday","02","color_1","orange","Tender"
"189",33,"2022-10-21 11:01:58",23,"India","male","no","I don't play any instrument.","no","I don't have any experience with creating music.","Melody,pop, rock, jazz","02","color_1","yellow","Tender"
"190",34,"2022-10-21 11:23:21",28,"India","male","yes","Guitar, 8 years.Synths, 2 years.","yes","Used to compose metal music, now experimenting with electronic music production.","Mostly Hitech/psytrance. Some techno.","02","color_1","yellow","Tender"
"191",35,"2022-10-21 11:26:53",38,"India","female","no","I don't play any instrument.","no","I don't have any experience with creating music.","Old BollywoodAlmost Daily","02","color_1","yellow","Tender"
"192",36,"2022-10-21 11:59:18",31,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Enquanto dirijo ou trabalho, todos os dias.","02","color_1","green","Tender"
"193",37,"2022-10-21 11:59:51",56,"Brazil","female","yes","Piano( 4 anos) e flauta(3anos)","no","Eu não tenho experiência com criação de música.","Rock PopBalada","02","color_1","orange","Tender"
"194",38,"2022-10-21 12:06:13",38,"Brazil","female","yes","Piano. 3 anos","no","Eu não tenho experiência com criação de música.","Mpb, sertanejo, pagode, samba","02","color_1","yellow","Tender"
"195",39,"2022-10-21 12:07:08",30,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","Pagode, sertanejo. Todos os dias","02","color_1","yellow","Tender"
"196",40,"2022-10-21 12:10:10",67,"Brazil","female","yes","Eu não toco instrumentos.Violão alguns anos na adolescência ","no","Eu não tenho experiência com criação de música.","MPB,blues, pop","02","color_1","orange","Tender"
"197",41,"2022-10-21 12:11:46",61,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB e bossa nova","02","color_1","red","Tender"
"198",42,"2022-10-21 12:13:53",65,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB, jovem guarda, algumas clássicas e algumas setanejas","02","color_1","red","Tender"
"199",43,"2022-10-21 12:16:57",63,"Brazil","female","no","Eu não toco instrumentos.","no","Eu não tenho experiência com criação de música.","MPB","02","color_1","red","Tender"
"200",44,"2022-10-21 12:23:16",50,"Brazil","male","yes","violão 1 ano","no","Eu não tenho experiência com criação de música.","mpb. todo dia","02","color_1","orange","Tender"
"201",45,"2022-10-21 12:27:00",64,"Brazil","female","yes","Violão. Uns 10 anos","no","Eu não tenho experiência com criação de música.","MPB, catolicas","02","color_1","magenta","Tender"
